OrderID,OrderDate,ProductName,Hardness,Quantity,Color,Spec
1887,2010-06-13,Textile Squeeze Roller,39,51,Dark Green,21*34*597
1888,2010-06-13,Manual Adhesive Roller,20,12,Yellow,24*30*567
1889,2010-06-13,Flexo Printing Roller,40,155,Pink,25*36*538
1890,2010-06-14,Static Dissipative Roller,39,180,Gray,22*32*783
1891,2010-06-15,Gravure Printing Roller,31,9,Yellow,23*32*769
1892,2010-06-16,PU Coating Roller,60,200,Black,23*44*560
1893,2010-06-16,Conveyor Silicone Belt,40,96,Navy,32*58*643
1894,2010-06-17,Gravure Printing Roller,41,169,Yellow,29*34*588
1895,2010-06-17,Offset Printing Rubber Roller,23,103,Gray,25*35*541
1896,2010-06-17,Arc Surface Laminating Roller,35,151,Pink,22*45*624
1897,2010-06-18,Manual Adhesive Roller,29,106,Gray,20*29*570
1898,2010-06-18,PU Coating Roller,70,28,Light Blue,26*51*814
1899,2010-06-19,IIR Rubber Dust Collection Roller,30,105,Black,23*37*447
1900,2010-06-20,Custom Rubber Roller,60,85,Purple,35*48*666
1901,2010-06-20,Flexo Printing Roller,32,57,Red,26*29*504
1902,2010-06-21,Food-Grade Silicone Roller,41,112,Light Blue,25*32*422
1903,2010-06-22,Flexo Printing Roller,50,185,Gray,24*35*703
1904,2010-06-22,Conveyor Silicone Belt,54,66,Navy,38*43*903
1905,2010-06-23,Arc Surface Laminating Roller,36,22,Dark Green,25*28*686
1906,2010-06-24,High-Viscosity Cleaning Roller,29,24,Purple,25*29*554
1907,2010-06-24,IIR Rubber Dust Collection Roller,38,79,White,21*29*648
1908,2010-06-24,High-Viscosity Cleaning Roller,18,107,Black,25*31*599
1909,2010-06-25,Glass Polishing Roller,27,151,Yellow,22*28*481
1910,2010-06-25,Manual Adhesive Roller,32,174,Dark Green,25*36*302
1911,2010-06-26,Conveyor Silicone Belt,57,63,Black,35*47*882
1912,2010-06-26,Custom Rubber Roller,56,185,Yellow,33*50*686
1913,2010-06-26,PCB Lamination Roller,61,124,Pink,31*48*696
1914,2010-06-26,Offset Printing Rubber Roller,26,145,Black,22*36*441
1915,2010-06-26,Woodworking Infeed Roller,47,162,Navy,20*33*459
1916,2010-06-27,NBR Rubber Roller,46,79,Navy,20*31*566
1917,2010-06-27,Steel Coil Tension Roller,85,95,Purple,28*54*495
1918,2010-06-27,IIR Rubber Dust Collection Roller,34,92,Red,22*38*621
1919,2010-06-27,Food-Grade Silicone Roller,60,101,Yellow,23*28*504
1920,2010-06-28,Offset Printing Rubber Roller,22,27,Gray,21*40*594
1921,2010-06-28,VITON Heat Press Roller,56,67,Purple,27*40*800
1922,2010-06-29,Gravure Printing Roller,34,183,White,21*40*802
1923,2010-06-29,Synthetic Rubber Dust Collection Roller,41,143,Navy,22*31*633
1924,2010-06-30,PCB Lamination Roller,51,180,Dark Green,29*34*452
1925,2010-07-01,IIR Rubber Dust Collection Roller,39,68,Navy,22*29*650
1926,2010-07-02,Flexo Printing Roller,45,159,Orange,22*45*565
1927,2010-07-02,Synthetic Rubber Dust Collection Roller,45,173,Red,19*28*474
1928,2010-07-03,Steel Coil Tension Roller,78,156,Orange,29*53*787
1929,2010-07-03,PU Coating Roller,63,61,White,27*54*654
1930,2010-07-04,IIR Rubber Dust Collection Roller,40,69,White,22*38*488
1931,2010-07-04,NBR Rubber Roller,48,31,White,27*42*533
1932,2010-07-05,Arc Surface Laminating Roller,40,24,Black,23*32*561
1933,2010-07-05,Glass Polishing Roller,34,52,Pink,26*36*509
1934,2010-07-05,Manual Adhesive Roller,30,152,Light Blue,20*38*555
1935,2010-07-06,Food-Grade Silicone Roller,56,52,Purple,25*41*528
1936,2010-07-07,Textile Squeeze Roller,45,18,Red,19*26*580
1937,2010-07-07,Manual Adhesive Roller,39,74,Dark Green,24*30*432
1938,2010-07-07,Glass Polishing Roller,28,47,Purple,23*37*526
1939,2010-07-08,VITON Heat Press Roller,52,124,Black,24*37*429
1940,2010-07-08,NBR Rubber Roller,37,118,Red,26*40*646
1941,2010-07-08,IIR Rubber Dust Collection Roller,38,115,Orange,24*39*495
1942,2010-07-09,Food-Grade Silicone Roller,52,48,Dark Blue,23*43*583
1943,2010-07-09,PU Coating Roller,66,34,White,32*52*532
1944,2010-07-09,Static Dissipative Roller,36,144,Gray,26*31*722
1945,2010-07-09,Anti-Static Silicone Roller,56,169,White,25*39*746
1946,2010-07-11,Synthetic Rubber Dust Collection Roller,40,147,Gray,25*38*493
1947,2010-07-11,Flexo Printing Roller,42,127,Purple,25*42*649
1948,2010-07-11,Steel Coil Tension Roller,75,114,Pink,22*52*773
1949,2010-07-12,VITON Heat Press Roller,64,40,Dark Green,20*36*592
1950,2010-07-13,Glass Polishing Roller,30,70,Gray,23*27*426
1951,2010-07-14,Textile Squeeze Roller,32,128,Purple,23*37*589
1952,2010-07-15,Steel Coil Tension Roller,75,195,White,33*51*766
1953,2010-07-15,High-Viscosity Cleaning Roller,18,70,Gray,28*29*491
1954,2010-07-15,Flexo Printing Roller,50,78,Navy,26*34*681
1955,2010-07-16,Gravure Printing Roller,43,157,White,23*39*460
1956,2010-07-16,Anti-Static Silicone Roller,54,115,White,26*32*572
1957,2010-07-16,Textile Squeeze Roller,39,28,Red,23*37*560
1958,2010-07-17,Offset Printing Rubber Roller,30,13,Red,20*32*591
1959,2010-07-18,VITON Heat Press Roller,54,145,Dark Green,32*34*800
1960,2010-07-19,Textile Squeeze Roller,32,129,Dark Blue,23*35*636
1961,2010-07-19,Manual Adhesive Roller,39,153,Dark Green,22*34*505
1962,2010-07-20,Synthetic Rubber Dust Collection Roller,38,45,Gray,20*29*537
1963,2010-07-20,Glass Polishing Roller,35,102,Red,21*31*446
1964,2010-07-20,Offset Printing Rubber Roller,29,171,Purple,21*40*431
1965,2010-07-21,Steel Coil Tension Roller,84,23,Light Blue,24*45*662
1966,2010-07-21,IIR Rubber Dust Collection Roller,34,124,Dark Green,23*37*475
1967,2010-07-22,Gravure Printing Roller,40,91,Red,26*44*741
1968,2010-07-22,Steel Coil Tension Roller,82,16,Red,20*41*631
1969,2010-07-23,Textile Squeeze Roller,37,128,Yellow,19*34*632
1970,2010-07-23,PCB Lamination Roller,66,17,Purple,21*42*418
1971,2010-07-24,Woodworking Infeed Roller,35,68,Dark Green,25*35*621
1972,2010-07-24,Custom Rubber Roller,59,72,White,35*36*861
1973,2010-07-24,Glass Polishing Roller,25,128,Dark Blue,25*36*549
1974,2010-07-25,Food-Grade Silicone Roller,49,165,Purple,22*30*580
1975,2010-07-26,High-Viscosity Cleaning Roller,24,177,Pink,25*40*599
1976,2010-07-27,Manual Adhesive Roller,30,184,Pink,21*28*384
1977,2010-07-29,Textile Squeeze Roller,33,146,Light Blue,23*30*613
1978,2010-07-29,Synthetic Rubber Dust Collection Roller,43,41,Light Blue,21*30*533
1979,2010-07-30,Glass Polishing Roller,26,137,Black,21*31*627
1980,2010-07-30,IIR Rubber Dust Collection Roller,31,58,Black,23*37*552
1981,2010-07-30,Manual Adhesive Roller,27,104,Yellow,21*34*495
1982,2010-08-01,Custom Rubber Roller,53,56,Yellow,27*45*760
1983,2010-08-03,Anti-Static Silicone Roller,50,26,Yellow,27*41*617
1984,2010-08-03,Arc Surface Laminating Roller,38,190,Pink,23*29*627
1985,2010-08-04,Offset Printing Rubber Roller,20,53,Yellow,22*33*423
1986,2010-08-05,Manual Adhesive Roller,26,73,Light Blue,20*30*411
1987,2010-08-06,PU Coating Roller,63,60,Black,22*41*589
1988,2010-08-06,Gravure Printing Roller,44,75,Black,27*36*557
1989,2010-08-08,Anti-Static Silicone Roller,45,70,Gray,25*49*730
1990,2010-08-08,Gravure Printing Roller,30,182,Gray,24*43*512
1991,2010-08-08,Woodworking Infeed Roller,46,18,Navy,22*33*504
1992,2010-08-08,Arc Surface Laminating Roller,44,182,Gray,27*28*660
1993,2010-08-09,Offset Printing Rubber Roller,28,64,Light Blue,21*33*516
1994,2010-08-10,Gravure Printing Roller,45,92,Dark Blue,25*33*680
1995,2010-08-11,Conveyor Silicone Belt,44,78,Black,37*46*699
1996,2010-08-11,Flexo Printing Roller,34,143,Yellow,23*37*868
1997,2010-08-12,IIR Rubber Dust Collection Roller,36,135,Orange,20*28*677
1998,2010-08-12,Synthetic Rubber Dust Collection Roller,42,147,Light Blue,20*32*625
1999,2010-08-13,Offset Printing Rubber Roller,24,13,Pink,21*29*616
2000,2010-08-13,NBR Rubber Roller,50,161,White,23*44*402
2001,2010-08-13,Manual Adhesive Roller,23,94,Navy,23*37*564
2002,2010-08-13,Steel Coil Tension Roller,71,124,Orange,31*53*731
2003,2010-08-15,IIR Rubber Dust Collection Roller,40,194,Light Blue,23*34*426
2004,2010-08-15,Gravure Printing Roller,41,18,Yellow,23*45*629
2005,2010-08-15,Glass Polishing Roller,27,117,Pink,25*34*571
2006,2010-08-15,Synthetic Rubber Dust Collection Roller,42,80,Light Blue,19*38*735
2007,2010-08-17,Glass Polishing Roller,30,167,Yellow,26*27*540
2008,2010-08-17,Arc Surface Laminating Roller,43,109,Pink,24*43*793
2009,2010-08-17,High-Viscosity Cleaning Roller,28,164,Navy,25*37*445
2010,2010-08-18,Food-Grade Silicone Roller,53,68,Yellow,23*39*520
2011,2010-08-18,Textile Squeeze Roller,33,140,Gray,18*32*447
2012,2010-08-20,VITON Heat Press Roller,65,107,Gray,28*48*721
2013,2010-08-21,Conveyor Silicone Belt,44,42,Dark Green,32*60*536
2014,2010-08-22,Offset Printing Rubber Roller,39,22,Dark Blue,25*35*694
2015,2010-08-22,Offset Printing Rubber Roller,27,181,Dark Blue,22*31*678
2016,2010-08-23,Glass Polishing Roller,28,85,Gray,25*32*413
2017,2010-08-24,Steel Coil Tension Roller,89,182,Navy,26*49*860
2018,2010-08-25,Offset Printing Rubber Roller,36,70,Orange,25*29*586
2019,2010-08-27,Static Dissipative Roller,47,76,White,25*44*562
2020,2010-08-29,Arc Surface Laminating Roller,36,189,Yellow,27*42*542
2021,2010-08-30,Custom Rubber Roller,63,113,Dark Green,33*49*566
2022,2010-08-31,VITON Heat Press Roller,51,84,Dark Blue,25*36*621
2023,2010-08-31,Static Dissipative Roller,43,197,Purple,23*41*732
2024,2010-09-01,Arc Surface Laminating Roller,42,142,Yellow,22*28*527
2025,2010-09-02,Textile Squeeze Roller,46,160,Light Blue,19*38*619
2026,2010-09-04,Custom Rubber Roller,28,51,Pink,35*41*579
2027,2010-09-04,High-Viscosity Cleaning Roller,21,150,White,27*31*569
2028,2010-09-05,Gravure Printing Roller,29,125,White,23*37*671
2029,2010-09-06,Conveyor Silicone Belt,59,172,Gray,32*56*944
2030,2010-09-06,Gravure Printing Roller,32,126,Dark Blue,22*45*498
2031,2010-09-06,Offset Printing Rubber Roller,24,81,Light Blue,21*33*487
2032,2010-09-06,PU Coating Roller,67,12,Black,22*37*421
2033,2010-09-07,Anti-Static Silicone Roller,54,123,Yellow,29*31*814
2034,2010-09-08,Steel Coil Tension Roller,78,134,Black,31*37*603
2035,2010-09-09,IIR Rubber Dust Collection Roller,30,124,Orange,25*37*639
2036,2010-09-12,Custom Rubber Roller,23,119,Gray,26*46*758
2037,2010-09-15,Arc Surface Laminating Roller,53,115,Purple,23*31*655
2038,2010-09-15,PCB Lamination Roller,56,132,Black,31*42*550
2039,2010-09-16,PCB Lamination Roller,57,41,Dark Blue,20*41*544
2040,2010-09-16,Anti-Static Silicone Roller,43,71,Yellow,28*50*873
2041,2010-09-16,Glass Polishing Roller,34,142,Navy,25*35*505
2042,2010-09-17,Custom Rubber Roller,31,26,Red,30*45*515
2043,2010-09-17,Gravure Printing Roller,35,78,Purple,27*32*686
2044,2010-09-17,High-Viscosity Cleaning Roller,29,8,Navy,26*33*488
2045,2010-09-18,Woodworking Infeed Roller,45,196,Dark Blue,21*40*629
2046,2010-09-18,Manual Adhesive Roller,25,134,Black,24*29*472
2047,2010-09-18,IIR Rubber Dust Collection Roller,31,26,Dark Green,24*36*657
2048,2010-09-21,IIR Rubber Dust Collection Roller,35,43,Dark Green,23*36*562
2049,2010-09-22,Food-Grade Silicone Roller,41,145,Red,21*41*461
2050,2010-09-22,Woodworking Infeed Roller,41,90,Gray,20*30*416
2051,2010-09-23,IIR Rubber Dust Collection Roller,33,44,Navy,23*28*694
2052,2010-09-23,Arc Surface Laminating Roller,38,197,Yellow,22*45*730
2053,2010-09-24,Gravure Printing Roller,36,61,Yellow,24*37*672
2054,2010-09-24,Synthetic Rubber Dust Collection Roller,39,54,Yellow,18*36*713
2055,2010-09-24,Gravure Printing Roller,29,31,Dark Green,27*45*484
2056,2010-09-24,Glass Polishing Roller,25,22,White,24*38*420
2057,2010-09-25,IIR Rubber Dust Collection Roller,35,103,Red,21*27*432
2058,2010-09-25,IIR Rubber Dust Collection Roller,37,128,White,23*30*639
2059,2010-09-25,Flexo Printing Roller,34,134,Yellow,23*29*607
2060,2010-09-26,Woodworking Infeed Roller,39,125,Dark Blue,21*30*579
2061,2010-09-26,Glass Polishing Roller,27,151,Yellow,25*29*591
2062,2010-09-26,NBR Rubber Roller,36,57,Orange,24*35*427
2063,2010-09-27,Offset Printing Rubber Roller,22,157,Purple,23*27*520
2064,2010-09-27,Glass Polishing Roller,32,64,Gray,25*37*531
2065,2010-09-28,PCB Lamination Roller,66,57,Dark Blue,28*44*520
2066,2010-09-30,Food-Grade Silicone Roller,40,145,Navy,22*33*477
2067,2010-09-30,Food-Grade Silicone Roller,50,197,Purple,23*42*510
2068,2010-10-01,NBR Rubber Roller,37,187,Red,27*37*594
2069,2010-10-01,Flexo Printing Roller,50,41,Pink,26*41*724
2070,2010-10-02,Food-Grade Silicone Roller,53,43,Black,24*35*476
2071,2010-10-03,VITON Heat Press Roller,56,118,Black,32*42*593
2072,2010-10-05,Textile Squeeze Roller,48,142,Pink,20*35*580
2073,2010-10-05,Manual Adhesive Roller,23,132,Navy,22*40*423
2074,2010-10-06,Arc Surface Laminating Roller,46,91,Red,23*30*632
2075,2010-10-06,PCB Lamination Roller,55,169,Purple,21*36*689
2076,2010-10-07,Synthetic Rubber Dust Collection Roller,42,127,White,23*30*530
2077,2010-10-08,Flexo Printing Roller,44,61,Red,25*33*712
2078,2010-10-10,Synthetic Rubber Dust Collection Roller,40,103,Navy,20*33*474
2079,2010-10-10,Offset Printing Rubber Roller,20,110,Orange,21*35*581
2080,2010-10-10,Woodworking Infeed Roller,44,198,Pink,23*26*598
2081,2010-10-10,VITON Heat Press Roller,63,55,Purple,27*43*723
2082,2010-10-11,Manual Adhesive Roller,36,133,Black,21*34*375
2083,2010-10-11,Woodworking Infeed Roller,49,198,Gray,24*27*609
2084,2010-10-12,Gravure Printing Roller,36,68,Orange,27*37*716
2085,2010-10-13,High-Viscosity Cleaning Roller,30,116,Black,28*32*517
2086,2010-10-13,Conveyor Silicone Belt,60,19,Gray,37*49*683
2087,2010-10-13,Manual Adhesive Roller,30,130,Dark Blue,23*26*423
2088,2010-10-13,High-Viscosity Cleaning Roller,30,95,Gray,27*29*589
2089,2010-10-14,Synthetic Rubber Dust Collection Roller,45,141,Purple,18*34*507
2090,2010-10-14,High-Viscosity Cleaning Roller,27,124,Light Blue,25*36*541
2091,2010-10-15,Arc Surface Laminating Roller,44,84,Light Blue,27*39*620
2092,2010-10-16,Textile Squeeze Roller,32,11,Light Blue,25*36*665
2093,2010-10-16,VITON Heat Press Roller,69,121,Yellow,27*45*660
2094,2010-10-16,Textile Squeeze Roller,45,146,Pink,19*28*689
2095,2010-10-17,Custom Rubber Roller,48,61,Yellow,28*44*882
2096,2010-10-17,NBR Rubber Roller,41,133,Orange,22*45*406
2097,2010-10-17,Synthetic Rubber Dust Collection Roller,35,96,Purple,18*40*675
2098,2010-10-18,Gravure Printing Roller,35,81,Gray,25*44*562
2099,2010-10-20,Steel Coil Tension Roller,90,145,Dark Blue,24*52*457
2100,2010-10-20,Steel Coil Tension Roller,88,157,Light Blue,21*36*763
2101,2010-10-21,PCB Lamination Roller,56,97,Dark Blue,31*47*683
2102,2010-10-22,Textile Squeeze Roller,33,54,Gray,20*28*535
2103,2010-10-23,NBR Rubber Roller,42,114,Purple,25*41*575
2104,2010-10-23,Glass Polishing Roller,34,183,Dark Green,22*36*598
2105,2010-10-24,Manual Adhesive Roller,39,9,Dark Blue,25*26*393
2106,2010-10-25,Food-Grade Silicone Roller,55,63,Orange,23*30*534
2107,2010-10-25,Gravure Printing Roller,32,12,Light Blue,24*36*599
2108,2010-10-26,Offset Printing Rubber Roller,26,112,Purple,24*26*589
2109,2010-10-26,Gravure Printing Roller,41,48,Red,21*35*672
2110,2010-10-27,NBR Rubber Roller,39,60,Black,26*38*482
2111,2010-10-28,Arc Surface Laminating Roller,48,174,Gray,26*45*543
2112,2010-10-28,Manual Adhesive Roller,37,126,Orange,22*30*584
2113,2010-10-28,VITON Heat Press Roller,55,155,Navy,21*35*483
2114,2010-10-29,Arc Surface Laminating Roller,54,29,Red,22*29*786
2115,2010-10-29,Anti-Static Silicone Roller,44,9,Red,21*50*545
2116,2010-10-30,High-Viscosity Cleaning Roller,24,102,Pink,25*33*593
2117,2010-10-30,Offset Printing Rubber Roller,33,63,Gray,22*40*410
2118,2010-11-02,Textile Squeeze Roller,43,130,Light Blue,18*38*673
2119,2010-11-03,Food-Grade Silicone Roller,47,162,Black,23*36*462
2120,2010-11-03,Anti-Static Silicone Roller,41,138,Orange,30*46*418
2121,2010-11-04,Food-Grade Silicone Roller,60,124,Red,23*26*419
2122,2010-11-05,Static Dissipative Roller,52,114,Light Blue,28*39*779
2123,2010-11-07,NBR Rubber Roller,37,30,Pink,25*34*457
2124,2010-11-08,Synthetic Rubber Dust Collection Roller,36,32,Purple,25*34*611
2125,2010-11-09,NBR Rubber Roller,48,39,Dark Blue,23*44*603
2126,2010-11-09,PU Coating Roller,63,188,Red,26*36*706
2127,2010-11-10,Offset Printing Rubber Roller,40,94,Yellow,20*40*477
2128,2010-11-13,Arc Surface Laminating Roller,43,9,Light Blue,23*41*581
2129,2010-11-13,Woodworking Infeed Roller,44,129,Dark Blue,23*36*663
2130,2010-11-14,NBR Rubber Roller,36,32,Red,23*35*513
2131,2010-11-15,High-Viscosity Cleaning Roller,19,17,Dark Blue,27*36*535
2132,2010-11-15,Static Dissipative Roller,55,83,Black,28*32*506
2133,2010-11-15,Flexo Printing Roller,33,150,White,28*41*821
2134,2010-11-16,Arc Surface Laminating Roller,49,169,Light Blue,26*34*714
2135,2010-11-17,PU Coating Roller,62,57,Pink,35*38*867
2136,2010-11-18,VITON Heat Press Roller,65,36,Yellow,20*35*584
2137,2010-11-20,Woodworking Infeed Roller,40,26,Red,25*33*599
2138,2010-11-20,Anti-Static Silicone Roller,43,197,Pink,20*46*445
2139,2010-11-20,Woodworking Infeed Roller,37,160,Yellow,21*32*647
2140,2010-11-20,NBR Rubber Roller,42,199,Yellow,28*45*434
2141,2010-11-21,Textile Squeeze Roller,36,74,Gray,18*31*550
2142,2010-11-21,NBR Rubber Roller,41,172,Gray,30*37*645
2143,2010-11-21,PCB Lamination Roller,55,193,Gray,23*41*750
2144,2010-11-22,Anti-Static Silicone Roller,42,35,Yellow,27*36*815
2145,2010-11-22,Woodworking Infeed Roller,38,184,Pink,20*27*559
2146,2010-11-23,NBR Rubber Roller,36,156,Black,22*34*487
2147,2010-11-24,Offset Printing Rubber Roller,37,44,Pink,25*30*473
2148,2010-11-25,Custom Rubber Roller,32,120,Pink,35*42*651
2149,2010-11-26,PCB Lamination Roller,55,117,Yellow,31*45*582
2150,2010-11-26,IIR Rubber Dust Collection Roller,34,153,Dark Green,23*29*415
2151,2010-11-27,Steel Coil Tension Roller,84,176,Dark Blue,23*60*510
2152,2010-11-27,Custom Rubber Roller,47,198,Dark Green,34*50*677
2153,2010-11-28,Offset Printing Rubber Roller,25,169,Yellow,22*38*637
2154,2010-11-28,Manual Adhesive Roller,35,90,Purple,24*42*337
2155,2010-11-28,Manual Adhesive Roller,29,192,Light Blue,21*27*478
2156,2010-11-30,Synthetic Rubber Dust Collection Roller,39,116,Yellow,22*30*423
2157,2010-12-01,Arc Surface Laminating Roller,49,50,Red,22*38*563
2158,2010-12-02,PU Coating Roller,67,17,Purple,21*43*471
2159,2010-12-03,Synthetic Rubber Dust Collection Roller,44,146,Navy,24*35*753
2160,2010-12-04,Arc Surface Laminating Roller,52,88,Black,25*28*550
2161,2010-12-04,IIR Rubber Dust Collection Roller,36,110,Pink,20*38*485
2162,2010-12-04,VITON Heat Press Roller,64,65,Light Blue,28*50*443
2163,2010-12-04,Steel Coil Tension Roller,76,156,Dark Green,30*45*542
2164,2010-12-05,Custom Rubber Roller,33,184,Pink,35*36*794
2165,2010-12-05,PCB Lamination Roller,70,158,Dark Green,21*33*788
2166,2010-12-07,Textile Squeeze Roller,33,122,Dark Blue,22*38*637
2167,2010-12-08,PU Coating Roller,61,200,Dark Blue,26*43*451
2168,2010-12-09,VITON Heat Press Roller,59,71,Red,24*47*754
2169,2010-12-10,High-Viscosity Cleaning Roller,22,64,Dark Green,28*29*564
2170,2010-12-10,Offset Printing Rubber Roller,31,131,Gray,23*40*631
2171,2010-12-10,Flexo Printing Roller,38,144,Pink,23*45*739
2172,2010-12-11,Synthetic Rubber Dust Collection Roller,38,62,Navy,21*28*617
2173,2010-12-11,High-Viscosity Cleaning Roller,17,186,Purple,25*30*535
2174,2010-12-12,Woodworking Infeed Roller,43,46,Gray,24*27*518
2175,2010-12-14,Manual Adhesive Roller,36,199,White,22*34*595
2176,2010-12-15,Food-Grade Silicone Roller,40,95,Navy,24*43*470
2177,2010-12-16,Arc Surface Laminating Roller,50,158,Pink,22*38*522
2178,2010-12-16,Arc Surface Laminating Roller,50,22,Navy,21*31*756
2179,2010-12-17,IIR Rubber Dust Collection Roller,30,30,Gray,23*38*412
2180,2010-12-18,Static Dissipative Roller,34,110,Gray,24*30*525
2181,2010-12-18,NBR Rubber Roller,36,50,Gray,21*33*538
2182,2010-12-19,NBR Rubber Roller,35,66,Gray,24*43*658
2183,2010-12-20,Synthetic Rubber Dust Collection Roller,42,97,Yellow,20*33*621
2184,2010-12-21,Woodworking Infeed Roller,46,79,White,22*33*561
2185,2010-12-22,Offset Printing Rubber Roller,38,126,Purple,25*32*656
2186,2010-12-22,Gravure Printing Roller,30,132,Gray,26*36*555
2187,2010-12-22,Steel Coil Tension Roller,75,148,Dark Blue,32*54*538
2188,2010-12-22,Static Dissipative Roller,52,163,Dark Green,24*41*605
2189,2010-12-23,Gravure Printing Roller,26,49,White,27*45*689
2190,2010-12-23,PU Coating Roller,64,66,Black,22*39*591
2191,2010-12-23,PU Coating Roller,70,62,Orange,21*45*597
2192,2010-12-24,PU Coating Roller,64,161,Red,24*41*458
2193,2010-12-24,Arc Surface Laminating Roller,39,126,Yellow,25*41*521
2194,2010-12-24,Arc Surface Laminating Roller,39,121,Dark Green,20*38*569
2195,2010-12-25,Custom Rubber Roller,59,101,Light Blue,26*43*748
2196,2010-12-25,Synthetic Rubber Dust Collection Roller,36,25,White,18*34*596
2197,2010-12-26,Glass Polishing Roller,27,57,Gray,26*37*523
2198,2010-12-27,Textile Squeeze Roller,36,191,Orange,22*31*439
2199,2010-12-27,Manual Adhesive Roller,36,49,Navy,23*32*441
2200,2010-12-28,Woodworking Infeed Roller,38,138,Gray,25*27*616
2201,2010-12-29,Conveyor Silicone Belt,44,5,Pink,40*60*518
2202,2010-12-30,Flexo Printing Roller,34,24,Dark Green,24*33*705
2203,2010-12-31,Static Dissipative Roller,29,88,White,20*40*516
2204,2010-12-31,Custom Rubber Roller,63,180,Gray,26*40*664
2205,2011-01-01,Textile Squeeze Roller,32,188,Purple,22*32*618
2206,2011-01-01,Manual Adhesive Roller,39,113,Dark Blue,23*35*571
2207,2011-01-02,Custom Rubber Roller,70,111,Black,28*37*765
2208,2011-01-03,NBR Rubber Roller,37,24,Purple,26*41*614
2209,2011-01-04,High-Viscosity Cleaning Roller,28,77,Light Blue,28*37*553
2210,2011-01-06,Glass Polishing Roller,32,159,White,21*29*464
2211,2011-01-08,PCB Lamination Roller,56,43,Dark Blue,32*43*516
2212,2011-01-10,Conveyor Silicone Belt,54,175,Gray,34*49*872
2213,2011-01-10,Conveyor Silicone Belt,43,152,Navy,30*50*948
2214,2011-01-10,High-Viscosity Cleaning Roller,17,184,Navy,27*36*458
2215,2011-01-11,VITON Heat Press Roller,50,186,Yellow,20*33*744
2216,2011-01-11,Manual Adhesive Roller,29,133,White,25*30*388
2217,2011-01-12,Static Dissipative Roller,30,112,Black,25*45*539
2218,2011-01-13,IIR Rubber Dust Collection Roller,39,157,Light Blue,21*28*436
2219,2011-01-13,Glass Polishing Roller,35,119,Dark Green,26*27*534
2220,2011-01-16,IIR Rubber Dust Collection Roller,30,159,Dark Green,25*26*581
2221,2011-01-17,High-Viscosity Cleaning Roller,18,153,Dark Green,27*37*517
2222,2011-01-19,Flexo Printing Roller,41,108,Yellow,27*34*568
2223,2011-01-19,Offset Printing Rubber Roller,21,200,Gray,20*29*444
2224,2011-01-19,Anti-Static Silicone Roller,40,199,Dark Blue,23*42*472
2225,2011-01-19,Glass Polishing Roller,31,80,Light Blue,26*37*642
2226,2011-01-21,Glass Polishing Roller,32,196,Pink,22*31*550
2227,2011-01-21,High-Viscosity Cleaning Roller,15,151,Orange,27*32*521
2228,2011-01-21,IIR Rubber Dust Collection Roller,40,133,Orange,20*26*700
2229,2011-01-21,Conveyor Silicone Belt,57,59,Orange,32*47*590
2230,2011-01-22,Static Dissipative Roller,51,55,Orange,24*39*661
2231,2011-01-22,Flexo Printing Roller,34,88,White,23*42*614
2232,2011-01-23,Arc Surface Laminating Roller,37,36,Red,27*43*567
2233,2011-01-24,Arc Surface Laminating Roller,39,100,Yellow,22*39*741
2234,2011-01-26,Manual Adhesive Roller,40,77,White,21*42*598
2235,2011-01-27,IIR Rubber Dust Collection Roller,36,148,Yellow,21*33*508
2236,2011-01-27,Anti-Static Silicone Roller,59,28,Gray,27*35*889
2237,2011-01-27,Gravure Printing Roller,38,192,Light Blue,20*39*565
2238,2011-01-28,Manual Adhesive Roller,38,39,Gray,23*38*363
2239,2011-01-28,High-Viscosity Cleaning Roller,27,122,Pink,27*40*551
2240,2011-01-28,Gravure Printing Roller,37,195,Light Blue,26*44*900
2241,2011-01-29,PCB Lamination Roller,61,29,Light Blue,20*49*707
2242,2011-01-30,Steel Coil Tension Roller,73,79,Purple,25*40*499
2243,2011-02-01,PCB Lamination Roller,52,122,Navy,28*37*402
2244,2011-02-04,Conveyor Silicone Belt,44,5,Orange,32*52*757
2245,2011-02-05,Flexo Printing Roller,38,40,Black,24*39*885
2246,2011-02-06,High-Viscosity Cleaning Roller,24,167,Gray,25*30*402
2247,2011-02-07,NBR Rubber Roller,31,192,Red,24*44*524
2248,2011-02-07,VITON Heat Press Roller,66,164,Yellow,21*41*484
2249,2011-02-07,VITON Heat Press Roller,59,112,Pink,29*44*513
2250,2011-02-08,Custom Rubber Roller,63,55,Gray,26*38*814
2251,2011-02-08,High-Viscosity Cleaning Roller,19,89,Gray,25*30*475
2252,2011-02-08,Manual Adhesive Roller,25,21,Orange,24*30*467
2253,2011-02-09,Conveyor Silicone Belt,42,175,Dark Blue,36*55*628
2254,2011-02-10,NBR Rubber Roller,36,73,Red,20*43*490
2255,2011-02-11,Flexo Printing Roller,50,57,Orange,25*33*599
2256,2011-02-12,Offset Printing Rubber Roller,32,69,Black,25*36*662
2257,2011-02-14,Manual Adhesive Roller,37,122,Light Blue,23*41*586
2258,2011-02-15,Offset Printing Rubber Roller,35,170,Yellow,22*33*415
2259,2011-02-16,Custom Rubber Roller,22,24,Navy,29*46*710
2260,2011-02-17,High-Viscosity Cleaning Roller,23,74,Red,26*37*499
