OrderID,ProductName,BOMLineNo,PartName,MaterialSpec,Qty,Unit,Notes
120,Manual Adhesive Roller,4,End Caps (if applicable),Steel or Aluminum,78,pieces,2 end caps per roller
120,Manual Adhesive Roller,5,Bearings,Ball/Tapered Roller Bearing,78,pieces,2 bearings per roller
120,Manual Adhesive Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
120,Manual Adhesive Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
121,High-Viscosity Cleaning Roller,1,Roller Core (Shaft),Aluminum Core,137,piece,Inner diameter ~ 27.0mm; length ~ 407.0mm
121,High-Viscosity Cleaning Roller,2,High-Viscosity Compound,Hardness ~ 21 Shore A,23.89,kg,Ring volume calculation for rubber cover
121,High-Viscosity Cleaning Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,8905.0,ml,Estimated usage scaled by quantity
121,High-Viscosity Cleaning Roller,4,End Caps (if applicable),Steel or Aluminum,274,pieces,2 end caps per roller
121,High-Viscosity Cleaning Roller,5,Bearings,Ball/Tapered Roller Bearing,274,pieces,2 bearings per roller
121,High-Viscosity Cleaning Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
121,High-Viscosity Cleaning Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
122,Food-Grade Silicone Roller,1,Roller Core (Shaft),Stainless Steel (Food Grade),31,piece,Inner diameter ~ 22.0mm; length ~ 533.0mm
122,Food-Grade Silicone Roller,2,Food-Grade Silicone Cover,Hardness ~ 49 Shore A,6.5,kg,Ring volume calculation for rubber cover
122,Food-Grade Silicone Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,1395.0,ml,Estimated usage scaled by quantity
122,Food-Grade Silicone Roller,4,End Caps (if applicable),Steel or Aluminum,62,pieces,2 end caps per roller
122,Food-Grade Silicone Roller,5,Bearings,Ball/Tapered Roller Bearing,62,pieces,2 bearings per roller
122,Food-Grade Silicone Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
122,Food-Grade Silicone Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
123,Synthetic Rubber Dust Collection Roller,1,Roller Core (Shaft),Carbon Steel (Dust Coll.),64,piece,Inner diameter ~ 25.0mm; length ~ 404.0mm
123,Synthetic Rubber Dust Collection Roller,2,Synthetic Dust Cover,Hardness ~ 40 Shore A,9.56,kg,Ring volume calculation for rubber cover
123,Synthetic Rubber Dust Collection Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,2880.0,ml,Estimated usage scaled by quantity
123,Synthetic Rubber Dust Collection Roller,4,End Caps (if applicable),Steel or Aluminum,128,pieces,2 end caps per roller
123,Synthetic Rubber Dust Collection Roller,5,Bearings,Ball/Tapered Roller Bearing,128,pieces,2 bearings per roller
123,Synthetic Rubber Dust Collection Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
123,Synthetic Rubber Dust Collection Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
124,Food-Grade Silicone Roller,1,Roller Core (Shaft),Stainless Steel (Food Grade),156,piece,Inner diameter ~ 22.0mm; length ~ 559.0mm
124,Food-Grade Silicone Roller,2,Food-Grade Silicone Cover,Hardness ~ 43 Shore A,63.64,kg,Ring volume calculation for rubber cover
124,Food-Grade Silicone Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,7020.0,ml,Estimated usage scaled by quantity
124,Food-Grade Silicone Roller,4,End Caps (if applicable),Steel or Aluminum,312,pieces,2 end caps per roller
124,Food-Grade Silicone Roller,5,Bearings,Ball/Tapered Roller Bearing,312,pieces,2 bearings per roller
124,Food-Grade Silicone Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
124,Food-Grade Silicone Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
125,Offset Printing Rubber Roller,1,Roller Core (Shaft),Alloy Steel (Offset Printing),6,piece,Inner diameter ~ 25.0mm; length ~ 553.0mm
125,Offset Printing Rubber Roller,2,Printing Rubber Compound,Hardness ~ 23 Shore A,2.23,kg,Ring volume calculation for rubber cover
125,Offset Printing Rubber Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,300.0,ml,Estimated usage scaled by quantity
125,Offset Printing Rubber Roller,4,End Caps (if applicable),Steel or Aluminum,12,pieces,2 end caps per roller
125,Offset Printing Rubber Roller,5,Bearings,Ball/Tapered Roller Bearing,12,pieces,2 bearings per roller
125,Offset Printing Rubber Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
125,Offset Printing Rubber Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
126,Conveyor Silicone Belt,1,Roller Core (Shaft),Steel Reinforced Belt,42,piece,Inner diameter ~ 40.0mm; length ~ 693.0mm
126,Conveyor Silicone Belt,2,Conveyor Silicone Belt,Hardness ~ 40 Shore A,31.59,kg,Ring volume calculation for rubber cover
126,Conveyor Silicone Belt,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,1260.0,ml,Estimated usage scaled by quantity
126,Conveyor Silicone Belt,4,End Caps (if applicable),Steel or Aluminum,84,pieces,2 end caps per roller
126,Conveyor Silicone Belt,5,Bearings,Ball/Tapered Roller Bearing,84,pieces,2 bearings per roller
126,Conveyor Silicone Belt,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
126,Conveyor Silicone Belt,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
127,Textile Squeeze Roller,1,Roller Core (Shaft),Steel (Textile Grade),176,piece,Inner diameter ~ 25.0mm; length ~ 611.0mm
127,Textile Squeeze Roller,2,Textile Rubber Compound,Hardness ~ 46 Shore A,20.98,kg,Ring volume calculation for rubber cover
127,Textile Squeeze Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,9680.0,ml,Estimated usage scaled by quantity
127,Textile Squeeze Roller,4,End Caps (if applicable),Steel or Aluminum,352,pieces,2 end caps per roller
127,Textile Squeeze Roller,5,Bearings,Ball/Tapered Roller Bearing,352,pieces,2 bearings per roller
127,Textile Squeeze Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
127,Textile Squeeze Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
128,Gravure Printing Roller,1,Roller Core (Shaft),Alloy Steel (Gravure),198,piece,Inner diameter ~ 21.0mm; length ~ 845.0mm
128,Gravure Printing Roller,2,Gravure Rubber Compound,Hardness ~ 45 Shore A,231.81,kg,Ring volume calculation for rubber cover
128,Gravure Printing Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,10890.0,ml,Estimated usage scaled by quantity
128,Gravure Printing Roller,4,End Caps (if applicable),Steel or Aluminum,396,pieces,2 end caps per roller
128,Gravure Printing Roller,5,Bearings,Ball/Tapered Roller Bearing,396,pieces,2 bearings per roller
128,Gravure Printing Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
128,Gravure Printing Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
129,Anti-Static Silicone Roller,1,Roller Core (Shaft),Stainless Steel (Anti-Static),100,piece,Inner diameter ~ 26.0mm; length ~ 827.0mm
129,Anti-Static Silicone Roller,2,Anti-Static Silicone Cover,Hardness ~ 47 Shore A,32.74,kg,Ring volume calculation for rubber cover
129,Anti-Static Silicone Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,4500.0,ml,Estimated usage scaled by quantity
129,Anti-Static Silicone Roller,4,End Caps (if applicable),Steel or Aluminum,200,pieces,2 end caps per roller
129,Anti-Static Silicone Roller,5,Bearings,Ball/Tapered Roller Bearing,200,pieces,2 bearings per roller
129,Anti-Static Silicone Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
129,Anti-Static Silicone Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
130,Manual Adhesive Roller,1,Roller Core (Shaft),Aluminum (Manual Roller),190,piece,Inner diameter ~ 25.0mm; length ~ 388.0mm
130,Manual Adhesive Roller,2,Adhesive Roller Cover,Hardness ~ 24 Shore A,20.43,kg,Ring volume calculation for rubber cover
130,Manual Adhesive Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,7600.0,ml,Estimated usage scaled by quantity
130,Manual Adhesive Roller,4,End Caps (if applicable),Steel or Aluminum,380,pieces,2 end caps per roller
130,Manual Adhesive Roller,5,Bearings,Ball/Tapered Roller Bearing,380,pieces,2 bearings per roller
130,Manual Adhesive Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
130,Manual Adhesive Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
131,Manual Adhesive Roller,1,Roller Core (Shaft),Aluminum (Manual Roller),129,piece,Inner diameter ~ 23.0mm; length ~ 448.0mm
131,Manual Adhesive Roller,2,Adhesive Roller Cover,Hardness ~ 34 Shore A,23.59,kg,Ring volume calculation for rubber cover
131,Manual Adhesive Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,5160.0,ml,Estimated usage scaled by quantity
131,Manual Adhesive Roller,4,End Caps (if applicable),Steel or Aluminum,258,pieces,2 end caps per roller
131,Manual Adhesive Roller,5,Bearings,Ball/Tapered Roller Bearing,258,pieces,2 bearings per roller
131,Manual Adhesive Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
131,Manual Adhesive Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
132,VITON Heat Press Roller,1,Roller Core (Shaft),Stainless Steel (Heat-Resist),29,piece,Inner diameter ~ 20.0mm; length ~ 424.0mm
132,VITON Heat Press Roller,2,VITON Rubber Compound,Hardness ~ 63 Shore A,19.28,kg,Ring volume calculation for rubber cover
132,VITON Heat Press Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,2175.0,ml,Estimated usage scaled by quantity
132,VITON Heat Press Roller,4,End Caps (if applicable),Steel or Aluminum,58,pieces,2 end caps per roller
132,VITON Heat Press Roller,5,Bearings,Ball/Tapered Roller Bearing,58,pieces,2 bearings per roller
132,VITON Heat Press Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
132,VITON Heat Press Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
133,Arc Surface Laminating Roller,1,Roller Core (Shaft),Steel (Arc Lamination),179,piece,Inner diameter ~ 21.0mm; length ~ 688.0mm
133,Arc Surface Laminating Roller,2,Arc Lamination Rubber,Hardness ~ 50 Shore A,103.22,kg,Ring volume calculation for rubber cover
133,Arc Surface Laminating Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,10740.0,ml,Estimated usage scaled by quantity
133,Arc Surface Laminating Roller,4,End Caps (if applicable),Steel or Aluminum,358,pieces,2 end caps per roller
133,Arc Surface Laminating Roller,5,Bearings,Ball/Tapered Roller Bearing,358,pieces,2 bearings per roller
133,Arc Surface Laminating Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
133,Arc Surface Laminating Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
134,PCB Lamination Roller,1,Roller Core (Shaft),Stainless Steel (PCB Grade),161,piece,Inner diameter ~ 23.0mm; length ~ 523.0mm
134,PCB Lamination Roller,2,PCB Lamination Compound,Hardness ~ 63 Shore A,118.72,kg,Ring volume calculation for rubber cover
134,PCB Lamination Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,9660.0,ml,Estimated usage scaled by quantity
134,PCB Lamination Roller,4,End Caps (if applicable),Steel or Aluminum,322,pieces,2 end caps per roller
134,PCB Lamination Roller,5,Bearings,Ball/Tapered Roller Bearing,322,pieces,2 bearings per roller
134,PCB Lamination Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
134,PCB Lamination Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
135,NBR Rubber Roller,1,Roller Core (Shaft),Steel (NBR),177,piece,Inner diameter ~ 26.0mm; length ~ 606.0mm
135,NBR Rubber Roller,2,NBR Rubber Compound,Hardness ~ 49 Shore A,41.06,kg,Ring volume calculation for rubber cover
135,NBR Rubber Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,8850.0,ml,Estimated usage scaled by quantity
135,NBR Rubber Roller,4,End Caps (if applicable),Steel or Aluminum,354,pieces,2 end caps per roller
135,NBR Rubber Roller,5,Bearings,Ball/Tapered Roller Bearing,354,pieces,2 bearings per roller
135,NBR Rubber Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
135,NBR Rubber Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
136,Synthetic Rubber Dust Collection Roller,1,Roller Core (Shaft),Carbon Steel (Dust Coll.),162,piece,Inner diameter ~ 24.0mm; length ~ 575.0mm
136,Synthetic Rubber Dust Collection Roller,2,Synthetic Dust Cover,Hardness ~ 44 Shore A,50.07,kg,Ring volume calculation for rubber cover
136,Synthetic Rubber Dust Collection Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,7290.0,ml,Estimated usage scaled by quantity
136,Synthetic Rubber Dust Collection Roller,4,End Caps (if applicable),Steel or Aluminum,324,pieces,2 end caps per roller
136,Synthetic Rubber Dust Collection Roller,5,Bearings,Ball/Tapered Roller Bearing,324,pieces,2 bearings per roller
136,Synthetic Rubber Dust Collection Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
136,Synthetic Rubber Dust Collection Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
137,Woodworking Infeed Roller,1,Roller Core (Shaft),Carbon Steel (Woodworking Grade),14,piece,Inner diameter ~ 25.0mm; length ~ 649.0mm
137,Woodworking Infeed Roller,2,Rubber Compound (Cover),Hardness ~ 48 Shore A,5.75,kg,Ring volume calculation for rubber cover
137,Woodworking Infeed Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,840.0,ml,Estimated usage scaled by quantity
137,Woodworking Infeed Roller,4,End Caps (if applicable),Steel or Aluminum,28,pieces,2 end caps per roller
137,Woodworking Infeed Roller,5,Bearings,Ball/Tapered Roller Bearing,28,pieces,2 bearings per roller
137,Woodworking Infeed Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
137,Woodworking Infeed Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
138,Textile Squeeze Roller,1,Roller Core (Shaft),Steel (Textile Grade),110,piece,Inner diameter ~ 22.0mm; length ~ 513.0mm
138,Textile Squeeze Roller,2,Textile Rubber Compound,Hardness ~ 46 Shore A,45.11,kg,Ring volume calculation for rubber cover
138,Textile Squeeze Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,6050.0,ml,Estimated usage scaled by quantity
138,Textile Squeeze Roller,4,End Caps (if applicable),Steel or Aluminum,220,pieces,2 end caps per roller
138,Textile Squeeze Roller,5,Bearings,Ball/Tapered Roller Bearing,220,pieces,2 bearings per roller
138,Textile Squeeze Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
138,Textile Squeeze Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
139,Custom Rubber Roller,1,Roller Core (Shaft),Generic Steel (Custom),187,piece,Inner diameter ~ 29.0mm; length ~ 507.0mm
139,Custom Rubber Roller,2,Custom Rubber Compound,Hardness ~ 23 Shore A,90.07,kg,Ring volume calculation for rubber cover
139,Custom Rubber Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,9350.0,ml,Estimated usage scaled by quantity
139,Custom Rubber Roller,4,End Caps (if applicable),Steel or Aluminum,374,pieces,2 end caps per roller
139,Custom Rubber Roller,5,Bearings,Ball/Tapered Roller Bearing,374,pieces,2 bearings per roller
139,Custom Rubber Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
139,Custom Rubber Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
140,Arc Surface Laminating Roller,1,Roller Core (Shaft),Steel (Arc Lamination),28,piece,Inner diameter ~ 22.0mm; length ~ 743.0mm
140,Arc Surface Laminating Roller,2,Arc Lamination Rubber,Hardness ~ 49 Shore A,5.64,kg,Ring volume calculation for rubber cover
140,Arc Surface Laminating Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,1680.0,ml,Estimated usage scaled by quantity
140,Arc Surface Laminating Roller,4,End Caps (if applicable),Steel or Aluminum,56,pieces,2 end caps per roller
140,Arc Surface Laminating Roller,5,Bearings,Ball/Tapered Roller Bearing,56,pieces,2 bearings per roller
140,Arc Surface Laminating Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
140,Arc Surface Laminating Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
141,IIR Rubber Dust Collection Roller,1,Roller Core (Shaft),Carbon Steel (Dust Coll.),70,piece,Inner diameter ~ 24.0mm; length ~ 668.0mm
141,IIR Rubber Dust Collection Roller,2,IIR Rubber Cover,Hardness ~ 31 Shore A,4.41,kg,Ring volume calculation for rubber cover
141,IIR Rubber Dust Collection Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,2800.0,ml,Estimated usage scaled by quantity
141,IIR Rubber Dust Collection Roller,4,End Caps (if applicable),Steel or Aluminum,140,pieces,2 end caps per roller
141,IIR Rubber Dust Collection Roller,5,Bearings,Ball/Tapered Roller Bearing,140,pieces,2 bearings per roller
141,IIR Rubber Dust Collection Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
141,IIR Rubber Dust Collection Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
142,Offset Printing Rubber Roller,1,Roller Core (Shaft),Alloy Steel (Offset Printing),65,piece,Inner diameter ~ 23.0mm; length ~ 615.0mm
142,Offset Printing Rubber Roller,2,Printing Rubber Compound,Hardness ~ 27 Shore A,38.67,kg,Ring volume calculation for rubber cover
142,Offset Printing Rubber Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,3250.0,ml,Estimated usage scaled by quantity
142,Offset Printing Rubber Roller,4,End Caps (if applicable),Steel or Aluminum,130,pieces,2 end caps per roller
142,Offset Printing Rubber Roller,5,Bearings,Ball/Tapered Roller Bearing,130,pieces,2 bearings per roller
142,Offset Printing Rubber Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
142,Offset Printing Rubber Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
143,Woodworking Infeed Roller,1,Roller Core (Shaft),Carbon Steel (Woodworking Grade),8,piece,Inner diameter ~ 20.0mm; length ~ 439.0mm
143,Woodworking Infeed Roller,2,Rubber Compound (Cover),Hardness ~ 46 Shore A,3.97,kg,Ring volume calculation for rubber cover
143,Woodworking Infeed Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,480.0,ml,Estimated usage scaled by quantity
143,Woodworking Infeed Roller,4,End Caps (if applicable),Steel or Aluminum,16,pieces,2 end caps per roller
143,Woodworking Infeed Roller,5,Bearings,Ball/Tapered Roller Bearing,16,pieces,2 bearings per roller
143,Woodworking Infeed Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
143,Woodworking Infeed Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
144,Woodworking Infeed Roller,1,Roller Core (Shaft),Carbon Steel (Woodworking Grade),190,piece,Inner diameter ~ 20.0mm; length ~ 454.0mm
144,Woodworking Infeed Roller,2,Rubber Compound (Cover),Hardness ~ 37 Shore A,50.73,kg,Ring volume calculation for rubber cover
144,Woodworking Infeed Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,11400.0,ml,Estimated usage scaled by quantity
144,Woodworking Infeed Roller,4,End Caps (if applicable),Steel or Aluminum,380,pieces,2 end caps per roller
144,Woodworking Infeed Roller,5,Bearings,Ball/Tapered Roller Bearing,380,pieces,2 bearings per roller
144,Woodworking Infeed Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
144,Woodworking Infeed Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
145,NBR Rubber Roller,1,Roller Core (Shaft),Steel (NBR),100,piece,Inner diameter ~ 22.0mm; length ~ 594.0mm
145,NBR Rubber Roller,2,NBR Rubber Compound,Hardness ~ 39 Shore A,61.44,kg,Ring volume calculation for rubber cover
145,NBR Rubber Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,5000.0,ml,Estimated usage scaled by quantity
145,NBR Rubber Roller,4,End Caps (if applicable),Steel or Aluminum,200,pieces,2 end caps per roller
145,NBR Rubber Roller,5,Bearings,Ball/Tapered Roller Bearing,200,pieces,2 bearings per roller
145,NBR Rubber Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
145,NBR Rubber Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
146,Glass Polishing Roller,1,Roller Core (Shaft),Stainless Steel (Glass Pol.),83,piece,Inner diameter ~ 24.0mm; length ~ 567.0mm
146,Glass Polishing Roller,2,Glass Polishing Rubber,Hardness ~ 28 Shore A,11.75,kg,Ring volume calculation for rubber cover
146,Glass Polishing Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,4565.0,ml,Estimated usage scaled by quantity
146,Glass Polishing Roller,4,End Caps (if applicable),Steel or Aluminum,166,pieces,2 end caps per roller
146,Glass Polishing Roller,5,Bearings,Ball/Tapered Roller Bearing,166,pieces,2 bearings per roller
146,Glass Polishing Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
146,Glass Polishing Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
147,Flexo Printing Roller,1,Roller Core (Shaft),Alloy Steel (Flexo),158,piece,Inner diameter ~ 23.0mm; length ~ 794.0mm
147,Flexo Printing Roller,2,Flexo Rubber Compound,Hardness ~ 46 Shore A,65.11,kg,Ring volume calculation for rubber cover
147,Flexo Printing Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,8690.0,ml,Estimated usage scaled by quantity
147,Flexo Printing Roller,4,End Caps (if applicable),Steel or Aluminum,316,pieces,2 end caps per roller
147,Flexo Printing Roller,5,Bearings,Ball/Tapered Roller Bearing,316,pieces,2 bearings per roller
147,Flexo Printing Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
147,Flexo Printing Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
148,Manual Adhesive Roller,1,Roller Core (Shaft),Aluminum (Manual Roller),25,piece,Inner diameter ~ 24.0mm; length ~ 481.0mm
148,Manual Adhesive Roller,2,Adhesive Roller Cover,Hardness ~ 35 Shore A,9.37,kg,Ring volume calculation for rubber cover
148,Manual Adhesive Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,1000.0,ml,Estimated usage scaled by quantity
148,Manual Adhesive Roller,4,End Caps (if applicable),Steel or Aluminum,50,pieces,2 end caps per roller
148,Manual Adhesive Roller,5,Bearings,Ball/Tapered Roller Bearing,50,pieces,2 bearings per roller
148,Manual Adhesive Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
148,Manual Adhesive Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
149,PCB Lamination Roller,1,Roller Core (Shaft),Stainless Steel (PCB Grade),167,piece,Inner diameter ~ 28.0mm; length ~ 476.0mm
149,PCB Lamination Roller,2,PCB Lamination Compound,Hardness ~ 66 Shore A,22.85,kg,Ring volume calculation for rubber cover
149,PCB Lamination Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,10020.0,ml,Estimated usage scaled by quantity
149,PCB Lamination Roller,4,End Caps (if applicable),Steel or Aluminum,334,pieces,2 end caps per roller
149,PCB Lamination Roller,5,Bearings,Ball/Tapered Roller Bearing,334,pieces,2 bearings per roller
149,PCB Lamination Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
149,PCB Lamination Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
150,PCB Lamination Roller,1,Roller Core (Shaft),Stainless Steel (PCB Grade),95,piece,Inner diameter ~ 21.0mm; length ~ 593.0mm
150,PCB Lamination Roller,2,PCB Lamination Compound,Hardness ~ 58 Shore A,109.32,kg,Ring volume calculation for rubber cover
150,PCB Lamination Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,5700.0,ml,Estimated usage scaled by quantity
150,PCB Lamination Roller,4,End Caps (if applicable),Steel or Aluminum,190,pieces,2 end caps per roller
150,PCB Lamination Roller,5,Bearings,Ball/Tapered Roller Bearing,190,pieces,2 bearings per roller
150,PCB Lamination Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
150,PCB Lamination Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
151,Manual Adhesive Roller,1,Roller Core (Shaft),Aluminum (Manual Roller),27,piece,Inner diameter ~ 22.0mm; length ~ 337.0mm
151,Manual Adhesive Roller,2,Adhesive Roller Cover,Hardness ~ 29 Shore A,5.04,kg,Ring volume calculation for rubber cover
151,Manual Adhesive Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,1080.0,ml,Estimated usage scaled by quantity
151,Manual Adhesive Roller,4,End Caps (if applicable),Steel or Aluminum,54,pieces,2 end caps per roller
151,Manual Adhesive Roller,5,Bearings,Ball/Tapered Roller Bearing,54,pieces,2 bearings per roller
151,Manual Adhesive Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
151,Manual Adhesive Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
152,Static Dissipative Roller,1,Roller Core (Shaft),Stainless Steel (ESD),30,piece,Inner diameter ~ 27.0mm; length ~ 680.0mm
152,Static Dissipative Roller,2,ESD Rubber Compound,Hardness ~ 26 Shore A,5.01,kg,Ring volume calculation for rubber cover
152,Static Dissipative Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,1500.0,ml,Estimated usage scaled by quantity
152,Static Dissipative Roller,4,End Caps (if applicable),Steel or Aluminum,60,pieces,2 end caps per roller
152,Static Dissipative Roller,5,Bearings,Ball/Tapered Roller Bearing,60,pieces,2 bearings per roller
152,Static Dissipative Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
152,Static Dissipative Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
153,Glass Polishing Roller,1,Roller Core (Shaft),Stainless Steel (Glass Pol.),169,piece,Inner diameter ~ 20.0mm; length ~ 487.0mm
153,Glass Polishing Roller,2,Glass Polishing Rubber,Hardness ~ 32 Shore A,63.99,kg,Ring volume calculation for rubber cover
153,Glass Polishing Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,9295.0,ml,Estimated usage scaled by quantity
